"ID_FAMILIA";"NU_CODIGO_FAMILIA_CBO";"TE_COND_GERAL_EXERC";"TE_DESCRICAO_SUMARIA";"TE_FORMACAO_EXPER";"TE_GLOSSARIO";"TE_NOTAS";"NM_TITULO_FAMILIA"
2942;"7603";"Esses trabalhadores são absorvidos pelas indústrias de confecção de artigos do vestuário e acessórios, exceto calçados. São empregados formais com registro em carteira e supervisionam diretamente uma equipe de costura e cor";"Supervisionam equipes de trabalho; organizam dados de produção de corte e costura, definindo metas, organizando cronogramas, dimensionando a capacidade de produção. Controlam recursos para produção. Administram metas e resultados da produção, analisando relatórios, custos e registros. Controlam a qualidade dos produtos, determinando padrões de produção, avaliando satisfação de clientes, inspecionando a qualidade dos produtos.";"Há dois acessos mais comuns na ocupação: são trabalhadores experientes que ascendem à posição de liderança de uma equipe de trabalhadores de chão de fábrica e que se qualificaram ao longo dos anos, pela experiên";"";"";"Supervisores na confecção do vestuário"
2949;"7604";"Atuam na fabricação de calçados, artefatos de couro e artigos de viagem como empregados com carteira assinada. O trabalho é organizado em equipe (células de produção, linhas de montagem ou grupos compactos);, com supervisão";"Realizam gestão de recursos humanos, selecionando, treinando e orientando diretamente uma equipe de trabalho de chão de fábrica, tanto da empresa quanto dos serviços sub-contratados. Supervisionam e administram metas de produção, controlam a qualidade dos produtos e asseguram a manutenção de máquinas e equipamentos. Adotam estratégias para facilitar a integração com clientes internos e externos. Administram custos. Coordenam ações para garantir higiene e segurança no trabalho, qualidade e preservação ambiental.";"Para o exercício dessa ocupação requer-se ensino médio completo e curso básico de qualificação profissional com até duzentas horas-aula. O pleno desempenho das atividades ocorre entre quatro e cinco anos de experiência ";"";"";"Supervisores na confecção de calçados"
2963;"7606";"O trabalho é exercido, em grande parte, em gráficas particulares ou em grandes empresas de comunicação. O profissional é assalariado com carteira assinada e atua supervisionando uma equipe de trabalhadores, sob supervisão ocasional";"Supervisionam diretamente uma equipe de trabalhadores das artes gráficas,  orientando-a, treinando-a em conformidade aos procedimentos técnicos, normas de qualidade, de segurança, meio ambiente e saúde. Administram o processo de produção gráfica com respeito a custos, viabilidade de execução,  fluxo de tarefas,  estoque de matéria-prima e material de consumo, programação de máquinas e equipamentos, dentre outros itens.  Administram metas e resultados da produção gráfica e elaboram documentos técnicos.";"Essa ocupação é exercida por trabalhadores com formação profissional de nível técnico, na área gráfica. O exercício pleno da atividade ocorre após, no mínimo, cinco anos de experiência profissional no ra";"";"";"Supervisores das artes gráficas"
2970;"7610";"Essa ocupação é exercida por profissionais com carteira assinada em empresas de fabricação de produtos têxteis. Profissionais polivalentes, atuam em várias fases do processo produtivo e operam vários tipos de máquina. O";"Preparam fibras para fabricação de fios e fabricam fios para tecelagem. Tecem e beneficiam produtos têxteis (tinturaria, estamparia e acabamento final);. Controlam a qualidade da produção e expedem produtos têxteis. Realizam manutenção produtiva em máquinas têxteis.";"Essa ocupação é exercida por trabalhadores com o ensino fundamental concluído. Para a qualificação profissional é exigido curso básico na área, com duração de até quatrocentas horas-aula. Para exercer plenam";"Conicaleiras: máquinas que rebobinam fios Cardas: máquinas que organizam os fios. ""Open end"": Máquinas que fazem fios. Massaroqueiras: máquinas que fazem pavios Barcada: rolo de urdume.  ";"";"Trabalhadores polivalentes das indústrias têxteis"
2977;"7611";"Atuam nos segmentos da fabricação de produtos têxteis e e serviços relacionados com essas atividades. São empregados com carteira assinada e trabalham de forma individual ou em equipe, sob supervisão ocasional. Os lavadores de lÃ";"Classificam fibras têxteis brutas e beneficiadas, preparam amostras de fibras têxteis e analisam resultados de testes laboratoriais de fibras de algodão. Preparam máquinas para lavagem de lá e controlam o processo de lavagem e secagem de lá. Realizam manutenção de rotina em máquinas e equipamentos utilizados no processo de lavagem de lá.";"O exercício profissional requer ensino médio e curso básico de qualificação profissional em torno de duzentas horas-aula. Para os lavadores de lã exige-se a sétima série do ensino fundamental.  O pleno desempenho dessas ocu";"Regain: umidade presente em um determinado material têxtil sob condições preestabelecidas e expresso como uma percentagem, em peso, em relação à amostra sem água (stm);. Características das fibras têxteis que interferem";"";"Trabalhadores da classificação de fibras têxteis e lavagem de lã"
2984;"7612";"Trabalham na condição de assalariados, com carteira assinada na produção de fios para tecelagem. Operam instalações sob supervisão permanente em trabalho diurno ou noturno. Estão expostos à poeira e sujeitos à inspi";"Operam máquinas e instalações de fiação para produção de algodão penteado destinadas às tecelagens conforme normas e procedimentos técnicos, de qualidade, de segurança, meio ambiente e de saúde. Comunicam os eventos operacionais do processo e sua segurança por meio de relatórios escritos e orais.";"O exercício pleno das atividades nessas ocupações requer ensino fundamental completo, qualificação no próprio emprego e um ano de prática. A(s); ocupação(ões); elencada(s); nesta família ocupacional, demandam fo";"";"";"Operadores da fiação"
2991;"7613";"Atuam na fabricação de produtos têxteis e de confecção de artigos do vestuário e acessórios. São empregados com carteira assinada, organizam-se em células de produção, com supervisão permanente, em ambiente ";"Preparam trama, urdimento, engomação e remeteção de fios e fabricam tecidos planos e de malha, operando urdideira, engomadeira e teares retilíneos e circulares. Patrulham (monitoram); máquinas e garantem a qualidade da produção, controlando cozimento da goma, temperatura, viscosidade e solidez da engomagem dos fios, corrigindo defeitos de operação das máquinas e identificando espulas e cones defeituosos. Prestam informações técnicas para garantir o fluxo do processo produtivo. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.";"Para o exercício dessas ocupações requer-se ensino fundamental concluído e curso básico de qualificação profissional com até duzentas horas-aula. O pleno desempenho das atividades ocorre com menos de um ano de experiênc";"";"";"Operadores de tear e máquinas similares"
2998;"7614";"Atuam na fabricação de produtos têxteis como empregados assalariados, com carteira assinada. Trabalham em locais fechados, em turnos fixos ou em rodízio de turnos, em equipe e sob supervisão permanente. Os estampadores de tecidos traba";"Organizam área de trabalho para acabamento, tingimento e estamparia de tecidos e beneficiam fibras soltas, fios e tecidos. Tingem fibras soltas, fios, tecidos e peças confeccionadas e estampam tecidos. Realizam acabamento de fibras soltas, fios, tecidos e peças confeccionadas. Monitoram máquinas de acabamento, tingimento e estamparia de tecidos. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.";"Para o exercício dessas ocupações requer-se ensino fundamental completo. A qualificação profissional ocorre com a prática no próprio local de trabalho. O pleno desempenho das atividades é alcançado em até um ano de ";"";"";"Trabalhadores de acabamento, tingimento e estamparia das indústrias têxteis"
3005;"7618";"Essas ocupações são exercidas por trabalhadores com carteira assinada, empregados na fabricação de produtos têxteis, sendo que o inspetor de estamparia também pode atuar na confecção de vestuário e acessórios. O";"Classificam bobinas de fios têxteis, tecidos planos e de malhas e preparam lotes de produção conforme programação pré-estabelecida. Empregam ações preventivas e corretivas na produção de fios têxteis, tecidos planos e de malhas e registram dados para controle estatístico e de qualidade. Identificam necessidades de treinamento. Trabalham em conformidade a normas e procedimentos técnicos de qualidade, segurança, meio ambiente e saúde.";"Para o exercício dessas ocupações requer-se formação escolar de nível fundamental e curso de qualificação na área têxtil que varia entre duzentas e quatrocentas horas-aula, oferecido pela própria empresa ou em i";"";"";"Inspetores e revisores de produção têxtil"
3012;"7620";"O trabalho é exercido por profissionais que se organizam em equipe, com supervisão constante. São absorvidos no mercado de trabalho por empresas de preparação de couros e fabricação de artefatos de couro, artigos de viagem e ca";"Trabalham em várias etapas do processamento de peles e couros, desde a preparação até o acabamento. Preparam couros, peles e insumos auxiliares de curtimento. Operam máquinas e equipamentos da transformação de peles em couro. Organizam o local de trabalho, realizam tarefas auxiliares no curtimento e dão acabamento em couros. Controlam o processo de produção conforme normas e procedimentos técnicos, de qualidade, meio ambiente e saúde. Realizam manutenção produtiva dos equipamentos.";"Para o exercício dessas atividades requer-se escolaridade de nível fundamental e cursos de qualificação profissional com duração de duzentas a quatrocentas horas. O exercício pleno das atividades em várias etapas do process";"";"";"Trabalhadores polivalentes do curtimento de couros e peles"
3019;"7621";"Trabalham na fase de preparação do curtimento de couros e peles, em curtumes. São empregados assalariados (exceto o classificador de peles);, trabalham em rodízio de turnos, sujeitos a ruídos (todos);, materiais tóxicos (estirador)";"Recebem e classificam peles para curtimento dividem peles a máquina, controlam os processos de preparação de peles, tratam peles em fulão ou molineta seguindo normas e procedimentos técnicos de qualidade, meio ambiente e saúde.";"O acesso ao exercício das ocupações é livre, seguido de qualificação básica de até duzentas horas-aula, exceto para o descarnador que é preparado no local de trabalho. Há pré-requisito mínimo de escolaridade";"Fulão:cilindro usado no beneficiamento do couro.  Piquelagem: processo de conservação de peles.";"";"Trabalhadores da preparação do curtimento de couros e peles"
3026;"7622";"Atuam em curtumes como assalariados com carteira assinada. O trabalho é presencial, em ambiente fechado, com supervisão ocasional, sob regime de rodízio de turnos (diurno/noturno);, exceto o classificador de couros que trabalha durante o dia.T";"Controlam parâmetros físico-químicos e operam o processo de curtimento de peles e couros. Classificam couros (flor e raspa); e operam máquinas para enxugamento e rebaixamento de peles e couros. Trabalham seguindo normas e procedimentos técnicos e de qualidade, segurança, meio ambiente, higiene e saúde.";"Para o exercício dessas ocupações requer-se, no mínimo, a quarta série do ensino fundamental e curso básico de qualificação profissional com duzentas a quatrocentas horas-aula de duração (classificador de couros e c";"";"";"Trabalhadores do curtimento de couros e peles"
3033;"7623";"Atuam na preparação de couros, principalmente na fase de acabamento. São empregados com carteira assinada, trabalham geralmente em equipe, sob supervisão permanente e em rodízio de turnos. Em algumas atividades podem permanecer exposto";"Recurtem couros e controlam processos e operações do acabamento de couros e peles. Operam máquinas e equipamentos de acabamento de couros e peles. Pré-acabam, acabam e expedem couros e peles. Trabalham em conformidade a normas e procedimentos técnicos e de qualidade, segurança, meio ambiente, higiene e saúde.";"O exercício dessas ocupações requer escolaridade, qualificação profissional e experiência profissional distintas. O operador de máquinas e o matizador de couros e peles devem ter, respectivamente, ensino fundamental e ensino mu";"";"";"Trabalhadores do acabamento de couros e peles"
3048;"7631";"Trabalham em indústrias de confecções de roupas, geralmente como assalariados com carteira assinada, de forma individual ou em equipe, em horários diurnos ou noturnos, em posições desconfortáveis durante longos perídos e lo";"Programam riscos marcadores por processo manual ou  digital, enfestam e cortam tecidos não-tecidos, preparam lotes e pacotes para o setor de costura de roupas. Distribuem peças cortadas para as costureiras, retiram, revisam, contam e dobram peças acabadas. Trabalham em conformidade a normas técnicas de qualidade, meio ambiente e saúde.";"O exercício das ocupações de auxiliar de corte e de riscador requer ensino fundamental completo e, em menos de um ano, os trabalhadores estão aptos ao exercício pleno da maioria das atividades. Para o riscador exige-se qualificaç";"";"";"Trabalhadores da preparação da confecção de roupas"
3055;"7632";"Trabalham em locais fechados, em horários regulares ou rodízio de turnos, em produção em linha, ou em células. São empregados assalariados, com registro em carteira, absorvidos no mercado de trabalho essencialmente pelas empresas d";"Organizam o local de trabalho, preparam máquinas e amostras de costura, operam máquinas de costura na montagem em série de peças do vestuário em conformidade a normas e procedimentos técnicos de qualidade, segurança, meio ambiente e saúde.";"Para o exercício dessas ocupações requer-se ensino fundamental, acrescido de curso de qualificação de duzentas a quatrocentas horas-aula. O desempenho completo do exercício profissional ocorre após um a dois anos de experiê";"";"";"Operadores de máquinas para costura de peças do vestuário"
3062;"7633";"Sob supervisão permanente, trabalham em confecções de roupas, ou oficinas de costura, geralmente como assalariados com carteira assinada, organizados em células de produção ou equipe multifuncional, exceto bordadores(as); e passado";"Organizam o local de trabalho, preparam máquinas de costura e de bordar para acabamento de roupas. Preparam peças para costura, e bordado, de acordo com os gabaritos. Costuram acessórios e bordam peças confeccionadas. Controlam a qualidade da costura e dos acabamentos de peças do vestuário.";"O exercício dessas ocupações pressupõe escolaridade de nível fundamental seguida de curso de formação profissional básica de até duzentas horas-aula em um dos conjuntos de atividades do acabamento, como passadoria e ope";"";"";"Operadores de máquinas para bordado e acabamento de roupas"
3069;"7640";"O trabalho é exercido em equipe de esteiras, trilhos ou células de produção, sob supervisão permanente. São empregados com registro em carteira que atuam em locais fechados em horários diurnos ou por rodízio de turnos, mais";"Atuam em todas as etapas da produção de calçados, desde a preparação do corte até a expedição. Preparam materiais, cortam e preparam peças e solados; pespontam peças, montam, realizam acabamentos e preparam a expedição de calçados, seguindo normas e procedimentos técnicos, de qualidade, segurança, meio ambiente e saúde.";"Para esses trabalhadores é exigida a escolaridade mínima do ensino fundamental. Geralmente, o aprendizado ocorre nas instalações do próprio local de trabalho. Também são conhecidos como ¿coringas¿, terminologia utilizad";"Gaspear: a parte de cima da frente do calçado, que vai do início do peito do pé até o bico; gaspa (Houaiss);. ";"";"Trabalhadores polivalentes da confecção de calçados"
3076;"7641";"Trabalham como assalariados, com registro em carteira, e se organizam de forma individual, em equipe por setor de trabalho e em equipe por esteira, sob supervisão permanente. São absorvidos pelo mercado de trabalho nas indústrias de fabricaÃ";"Organizam o corte de peças para a confecção de calçados, cortam as peças. Preparam peças da parte superior do calçado. Confeccionam solas para calçados e preparam palmilhas e saltos para a confecção de calçados. Realizam inspeções nos componentes dos calçados. Trabalham em conformidade a normas e procedimentos técnicos, de qualidade, segurança, meio ambiente e saúde.";"Para o exercício dessas ocupações, requer-se formação mínima do ensino fundamental (de quarta a sétima série);. Geralmente o aprendizado da profissão ocorre no próprio emprego. Os profissionais, em média, atinge";"";"";"Trabalhadores da preparação da confecção de calçados"
3083;"7642";"Trabalham na fabricação de artefatos de couro, artigos de viagem, calçados, borracha e plástico. Possuem vínculo formal de trabalho e se organizam em células de produção  ou trabalho em linha (sequencial);, sob supervis";"Preparam máquinas e peças para costurar calçados; costuram peças para fabricação de calçados; prepararam máquinas e peças para montagem de calçados e montam calçados. Mantém máquinas e equipamentos em condições de uso.";"Para exercer essas ocupações requer-se escolaridade de quarta a sétima séries do ensino fundamental. A experiência varia de acordo com a ocupação. O desempenho pleno das atividades dos costureiros de calçados ocorre apó";"Cabedal: parte superior dos calçados. Debrum: fita que se cose em materiais utilizados em calçados (couros, tecidos e sintéticos); para decoração. Palmilha (palmibox);: parte interna do calçado, geralmente constituída de materi";"";"Operadores de máquinas de costurar e montar calçados"
3090;"7643";"Trabalham na etapa de acabamento das indústrias de fabricação de calçados. São empregados formais, com registro em carteira, organizados de forma individual em seus postos de trabalho ou, em equipe no setor de acabamento, sob supervisu";"Colocam solados, fixam saltos e palmilham calçados, limpam e lustram calçados. Revisam numeração, tonalidade, costuras e colagem de calçados, registrando ocorrências de falhas e defeitos. Preparam calçados para expedição.";"Para o acesso a essas ocupações requer-se o ensino fundamental completo. Geralmente, os profissionais  aprendem seus ofícios no próprio emprego auxiliando titulares mais experientes. O desempenho pleno da profissão ocorre com menos de ";"";"";"Trabalhadores de acabamento de calçados"
3097;"7650";"Atuam na indústria de confecção de artigos do vestuário e acessórios. O boneleiro trabalha com carteira assinada, o confeccionador de artefatos de couro (exceto sapatos); e o chapeleiro de senhoras trabalham como autônomo ou por co";"Confeccionam moldes (formas, facas); e modelos de artefatos de tecido, couro e similares. Preparam e cortam materiais e peças para confecção. Realizam pintura e adornos em artefatos,  atividades de acabamento e serviços de manutenção em máquinas e equipamentos.  Montam e embalam artefatos e comercializam produtos.";"Essas ocupações são exercidas por trabalhadores com formação de até a quarta série do ensino fundamental, mais curso básico de qualificação profissional de até duzentas horas-aula para o boneleiro, de duzentas a";"Chanfrar: dividir ou diminuir materiais. Dublar: unir materiais. Navalha: ferramenta de corte (mecânica);. ";"";"Trabalhadores polivalentes da confecção de artefatos de tecidos e couros"
3104;"7651";"Atuam na preparação de couros, na fabricação de artefatos de couro, artigos de viagem e calçados e na confecção de artigos do vestuário e acessórios. São empregados com carteira assinada, trabalham de forma individu";"Preparam materiais, equipamentos e ferramentas para a confecção de artefatos de tecidos e couros. Preparam tecidos, couros e tapetes para o corte e cortam - a mão e a máquina - tecidos couros e tapetes. Realizam testes e inspeções e compôem conjuntos e lotes de peças de tecidos, couros e tapetes. Preparam máquinas para corte de tecidos, couros e tapetes e realizam manutenção produtiva de máquinas, equipamentos e ferramentas. Trabalham seguindo normas de segurança, higiene, saúde, qualidade e proteção ao meio ambiente.";"Para o exercício dessas ocupações requer-se entre a quarta e a sétima séries do ensino fundamental e curso básico de qualificação profissional de duzentas a quatrocentas horas-aula. O pleno desempenho das atividades ocorre ";"";"";"Trabalhadores da preparação de artefatos de tecidos, couros e tapeçaria"
3111;"7652";"Atuam em empresas de preparação de couros e fabricação de artefatos, geralmente como autônomos. Podem, eventualmente, trabalhar como empregados com carteira assinada. O colchoeiro, o confeccionador de velas náuticas, barracas e tol";"Planejam a confecção e a instalação de artefatos de tecido e couro. Confeccionam moldes e cortam materiais. Preparam materiais para a montagem e montam artefatos de tecido e couro. Realizam acabamentos e revisam artefatos de tecido e couro. Efetuam manutenção produtiva de máquinas e equipamentos. Trabalham seguindo normas de segurança, higiene, saúde, qualidade e proteção ao meio ambiente.";"Para o exercício dessas ocupações requer-se ensino fundamental concluído e curso básico de qualificação profissional de duzentas a quatrocentas horas-aula, exceto para o estofador de móveis que adquire qualificação ";"";"";"Trabalhadores da confecção de artefatos de tecidos e couros"
3118;"7653";"Atuam na preparação de couros e na fabricação de artefatos de couro, artigos de viagem e calçados, na situação de empregados com carteira assinada. Trabalham de forma individual, sob supervisão permanente, em ambiente fecha";"Organizam máquinas na fabricação de tecidos e couros. Preparam as máquinas, interpretando ordem técnica e ficha técnica de produção e definindo sequência de operações de montagem. Recebem materiais para costura e montagem de artefatos. Preparam peças para montagem e montam artefatos. Costuram e dão acabamento em artefatos. Trabalham em conformidade a normas e procedimentos técnicos  de qualidade, segurança, meio ambiente, higiene e saúde. ";"Para o exercício dessas ocupações requer-se entre a quarta e a sétima séries do ensino fundamental. A qualificação profissional ocorre com a experiência prática no próprio local de trabalho. O pleno desempenho das a";"";"";"Operadores de máquinas na confecção de artefatos de  couro"
3125;"7654";"Atuam na fabricação de artefatos de couro, artigos de viagem e calçados, na situação de empregados com carteira assinada. Trabalham de forma individual, com supervisão permanente, em ambiente fechado, no período diurno. Permane";"Realizam testes e inspeções em artefatos de tecido e couro. Decoram, dão acabamento e preparam os artefatos para a expedição. Embalam produtos acabados. Trabalham em conformidade a normas e procedimentos técnicos  de qualidade, segurança, meio ambiente, higiene e saúde.";"Para o exercício dessas ocupações requer-se entre a quarta e a sétima séries do ensino fundamental e curso básico de qualificação profissional de até duzentas horas-aula. O pleno desempenho das atividades ocorre entre u";"";"";"Trabalhadores do acabamento de artefatos de tecidos e couros"
3132;"7661";"Atuam no segmento de edição, impressão e reprodução de gravações e em diversas atividades empresariais como empregados assalariados com carteira assinada. Estão organizados de forma individual, sob supervisão permanente";"Planejam serviços de pré-impressão gráfica. Realizam programação visual gráfica e editoram textos e imagens. Operam processos de tratamento de imagem, montam fotolitos e imposição eletrônica. Operam sistemas de prova e copiam chapas. Gravam matrizes para rotogravura, flexografia, calcografia e serigrafia. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental.";"Para o exercício dessas ocupações requer-se ensino médio concluído e curso de qualificação profissional de duzentas a quatrocentas horas-aula, ministrado por instituições ou escolas especializadas na área. O pleno d";"";"";"Trabalhadores da pré-impressão gráfica"
3139;"7662";"Atuam no segmento de edição, impressão e reprodução de gravações e em diversas atividades empresariais como empregados assalariados com carteira assinada. Estão organizados de forma individual sob supervisão permanente,";"Planejam serviços da impressão gráfica e ajustam máquinas para impressão. Realizam serviços da impressão gráfica, tais como impressão plana e rotativa, impressão digital, flexografia, litografia, tipografia, letterset, calcografia, tampografia, rotogragura e serigrafia (silkscreen);. Trabalham seguindo normas e procedimentos técnicos e de qualidade, segurança, meio ambiente, higiene e saúde.";"Para o exercício dessas ocupações requer-se ensino médio concluído e curso de qualificação profissional de duzentas a quatrocentas horas-aula, ministrado por instituições ou escolas especializadas na área. O pleno d";"";"";"Trabalhadores da impressão gráfica"
3146;"7663";"Atuam em indústrias gráficas ou em setores de embalagens e gráficas de empresas industriais, comerciais ou de serviços, inclusive ensino. Organizam-se em equipe, sob supervisão permanente. Trabalham em ambiente fechado, geralmente dura";"Planejam a execução do serviço, ajustam e operam máquinas de acabamento gráfico e editorial. Preparam matrizes de corte e vinco, fazem gravações a máquina (hot-stamping); e realizam manutenção produtiva dos equipamentos. Trabalham em conformidade a estritas normas e procedimentos técnicos, de qualidade, segurança, meio ambiente e saúde.";"O acesso às ocupações requer escolaridade mínima, que varia da quarta à sétima série do ensino fundamental. O operador de guilhotina e o preparador de corte e vinco são qualificados em cursos básicos profissionalizantes";"";"";"Trabalhadores do acabamento gráfico"
3153;"7664";"Atuam no segmento de edição, impressão e reprodução de gravações, em diversas atividades empresariais e nos serviços de educação; o auxiliar de radiologia pode trabalhar também nos serviços de saúde. S";"Ampliam fotografias coloridas e preto em branco. Revelam filmes coloridos, preto em branco, dispositivos e negativos. Conferem fotos ampliadas e reproduzem fotografias. Preparam equipamentos e soluções químicas de reforço. Manipulam filmes radiológicos e revelam filmes radiográficos. Trabalham seguindo normas de qualidade, segurança, higiene, saúde e proteção ao meio ambiente.";"Para o exercício dessas ocupações requer-se ensino médio concluído e curso de qualificação profissional em torno de duzentas horas-aula, ministrado por instituições ou escolas especializadas na área. O pleno desempe";"";"";"Trabalhadores de laboratório fotográfico e radiológico"
3167;"7682";"Essas ocupações são exercidas por profissionais que trabalham por conta própria ou como autônomos, na confecção de artigos do vestuário e acessórios. O trabalho é presencial, individual sem supervisão, realizado";"Criam e riscam o desenho para bordar-los. Prendem e cortam tecidos desenhados. Cerzem peças, bordam-nas e dão acabamento. Comercializam bordados e serviços de reparo em tecidos.";"O acesso ao trabalho é livre, sem exigência de escolaridade ou formação profissional, exceto para o bordador, a mão para o qual é exigido curso básico na área de até duzentas horas. A(s); ocupação(ões); elen";"";"";"Trabalhadores artesanais da confecção de peças e tecidos"
3174;"7683";"Essas ocupações são exercidas por profissionais com carteira assinada, empregados na indústria de preparação de couros e fabricação de artefatos de couro. O trabalho é presencial, individual com supervisão permanent";"Cortam, montam e costuram calçados de couro, a mão.  Confeccionam bolsas, carteiras, cintos, selas e arreios de couro. Realizam acabamento em calçados e em artefatos de couro.";"Essas ocupações são exercidas por trabalhadores com o ensino fundamental concluído, exceto o artífice do couro do qual não é exigida nenhuma escolaridade. A experiência para os profissionais é de menos de um ano e a qua";"";"";"Trabalhadores artesanais da confecção de calçados e artefatos de couros e peles"
3181;"7686";"Trabalham como assalariados em gráficas, jornais, empresas de publicidade, de reprodução artística e prestadores de serviços, como os confeccionadores de carimbos. As atividades que executam os expõe a produtos químicos, como t";"Confeccionam matriz (chapas); para impressão; compôem textos para impressão manual ou por meio de máquinas tipográficas, linotipos, recorte e pintura a pincel. Imprimem trabalhos gráficos, artísticos e publicitários,  tais como notas fiscais, outdoors, cartazes, letreiros  etc. Confeccionam carimbos; preenchem ordens de serviço e comunicação interna.";"O exercício dessas ocupações requer ensino fundamental, exceto o linotipista,para o qual o requisito é ensino médio. As ocupações de linotipista, monotipista, paginador e tipógrafo se encontram-se em extinção e a qu";"";"";"Trabalhadores tipográficos linotipistas e afins"
3188;"7687";"Podem trabalhar como assalariados, registrados em carteira ou como autônomos. Trabalham em empresas de edição, impressão e reprodução de gravações. Atuam, também, na restauração e recuperação gráfica";"Encadernam, douram e gravam manualmente e por meio de diversos processos gráficos e artísticos, folhas, documentos e livros. Realizam impressão hot stamp.";"O exercício dessas ocupações requer ensino fundamental seguido de curso de qualificação profissional de duzentas a quatrocentas horas-aula. O exercício pleno das atividades demanda um ano de prática. A(s); ocupação(u";"";"";"Encadernadores e recuperadores de livros (pequenos lotes ou a unidade);"
3195;"7701";"O trabalho é exercido na fabricação de produtos de madeira, móveis e indústrias diversas. Os profissionais são assalariados com carteira assinada; trabalham em horários regulares e em regime de de rodízio de turnos. Podem s";"Assessoram aquisição de equipamentos, materiais e serviços,  coordenam diretamente equipes de trabalhadores  e organizam ambiente de trabalho em indústrias da madeira, mobiliário e de carpintaria. Preparam madeiras e supervisionam produção. Controlam estoque e expedição de materiais e produtos e manutenção de máquinas, equipamentos e ferramentas. Proporcionam segurança no trabalho.";"Para atuar nessas ocupações, requer-se escolaridade e formação que varia do ensino médio incompleto até o ensino técnico profissionalizante de nível médio, na área da madeira e do mobiliário. Dos supervisores qu";"EPI: equipamentos de Proteção Individual. EPR: equipamentos de Proteção Coletiva.";"";"Supervisores em indústria de madeira, mobiliário e da carpintaria veicular"
3202;"7711";"Atuam na fabricação de móveis e produtos de madeira como empregados com carteira assinada. Trabalham de forma individual, exceto o marceneiro, que trabalha em equipe. Todos atuam sob supervisão permanente, em ambiente fechado, no horár";"Preparam o local de trabalho, ordenando fluxos do processo de produção, e planejam o trabalho, interpretando projetos desenhos e especificações e esboçando o produto conforme solicitação. Confeccionam e restauram produtos de madeira e derivados (produção em série ou sob medida);. Entregam produtos confeccionados sob-medida ou restaurados, embalando, transportando e montando o produto no local da instalação em conformidade a normas e procedimentos técnicos e de segurança, qualidade, higiene e preservação ambiental.";"Para o exercício dessas ocupações, requer-se ensino médio concluído e curso básico de qualificação profissional com mais de quatrocentas horas-aula, oferecido por instituições de formação profissional. O ple";"";"";"Marceneiros e afins"
3209;"7721";"Atuam na fabricação de produtos de madeira como empregados com carteira assinada. O trabalho é presencial, realizado de forma individual, sob supervisão permanente. Trabalham a céu aberto ou em veículos, em sistema de rodízio d";"Preparam atividades de tratamento e secagem de madeiras, analisando e elaborando programas de secagem. Classificam, tratam e secam madeira. Elaboram documentação técnica tais como relatórios de produção, registros de ocorrências e solicitação de materiais e insumos. Realizam manutenção preventiva de máquinas e equipamentos. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.";"Para o exercício dessas ocupações requer-se ensino fundamental concluído e curso básico de qualificação profissional de até duzentas horas-aula. O pleno desempenho das atividades ocorre entre um e dois anos de experiênc";"";"";"Trabalhadores de tratamento e preparação da madeira"
3216;"7731";"Os profissionais destas ocupações são assalariados com carteira assinada e trabalham na exploração florestal, na fabricação de produtos de madeira, de móveis e na construção. Trabalham de forma individual, com super";"Planejam operações de desdobramento de madeiras e preparam máquinas para sua realização. Seguem procedimentos de segurança e realizam manutenção de primeiro nível. Desdobram madeiras e controlam qualidade do desdobramento.";"Essas ocupações são exercidas por trabalhadores com ensino fundamental concluído e experiência de um a dois anos. Não há exigência de cursos de qualificação profissional. A(s); ocupação(ões); elencada(s)";"";"";"Operadores de máquinas de desdobramento da madeira"
3223;"7732";"Atuam em indústrias de fabricação de chapas de madeira, compensados e aglomerados e indústria moveleira. São empregados com carteira assinada, trabalham em horário diurno e noturno e em rodízio de turno, com supervisão perm";"Preparam aglomerantes para montagem de chapas de madeira; preparam, operam, realizam pequenos reparos em máquinas de laminação, aglomeração e prensagem de chapas de madeira, de acordo com procedimentos de organização do trabalho, normas técnicas, de segurança e saúde.";"Para o exercício dessas ocupações requer-se escolaridade que varia do ensino fundamental incompleto a completo. O prensisita de aglomerados é a ocupação de maior nível de qualificação, que requer mais de cinco anos de e";"";"";"Operadores de máquinas de aglomeração e prensagem de chapas"
3230;"7733";"Atuam na fabricação de produtos de madeira e de móveis como assalariados com carteira assinada. Trabalham em equipe, sob supervisão permanente, em ambientes fechados e por rodízio de turnos (diurno/noturno);. Podem permanecer em posi";"Planejam atividades e organizam ambiente de trabalho para usinagem de madeira com máquinas convencionais. Preparam máquinas de usinagem e de beneficiamento de madeira e realizam reparos e ajustes mecânicos e elétricos nas máquinas. Regulam e operam máquinas utilizadas nos diversos tipos de usinagem de madeira em um torno, empregando ferramentas manuais. Trabalham seguindo normas e procedimentos técnicos, de qualidade, segurança, meio ambiente e saúde.";"Para o exercício dessas ocupações requer-se ensino fundamental concluído e treinamento profissional, realizado geralmente no próprio local de trabalho, com ênfase em habilidade numérica. O pleno desempenho das atividades ocorre";"";"";"Operadores de usinagem convencional de madeira"
